pl_orbper,pl_rade,pl_bmasse,st_teff,st_rad,st_mass,discoverymethod
44.5574,1.11,,,0.371,,Transit
44.55765,1.61,,,0.561,,Transit
44.5631,1.52,7.5,3896.0,0.561,0.601,Transit
44.5609,0.96,,3841.0,0.371,0.414,Transit
44.5631,1.52,,3896.0,0.561,0.601,Transit
44.556456,1.52,2.8,3896.0,0.561,0.601,Transit
44.55603,1.458,2.2,3844.0,0.546,0.549,Transit
44.556456,1.62,1.6,3835.0,0.6,0.62,Transit
44.55764,1.65,1.8,3835.0,0.6,0.62,Transit
44.55646,,2.80006827,3896.0,0.561,0.601,Transit
44.56115,1.7,,3927.0,0.58,,Transit
44.5705,1.53,11.1,,0.553,0.612,Transit
44.55983,1.51,,3896.0,0.56,0.6,Transit
1.91552575756,13.74175585,,5494.0,1.58042,,Transit
1.9153196,14.42,,,1.592,,Transit
1.9153073,11.937585,261.57409,5366.0,1.503,1.03,Transit
1.915291,13.85,,5599.0,1.56,1.1,Transit
1.915311,13.1414316,259.34928,5494.0,1.58042,0.963,Transit
1.915298,17.2,,,1.94,,Transit
1.9153073,11.937585,266.02371,5366.0,1.503,1.03,Transit
10.00617969,,,4120.0,0.684348,0.64,Transit
10.0044,1.69,,4044.0,0.435,0.487,Transit
10.00329,2.37,,4197.0,0.6,0.63,Transit
10.0051,2.29,,,0.572,,Transit
10.003417,2.1,,4014.73,0.569359,0.635026,Transit
10.00361,2.57,,4077.0,0.62,,Transit
5.73594,1.91,,3930.0,0.57,0.61,Transit
5.7348462,2.4,,4088.0,0.62,,Transit
5.73491,1.92,,4102.0,0.52,0.53,Transit
5.73649,4.2,,,0.532,,Transit
5.73597,1.5,,4021.0,0.462,0.52,Transit
10.9324,1.64,,4021.0,0.462,0.52,Transit
10.93459,2.02,,,0.532,,Transit
10.93241,2.26,,3930.0,0.57,0.61,Transit
10.93406,1.92,,4102.0,0.52,0.53,Transit
30.944593,2.31215242,,5617.0,0.86302,0.93034,Transit
30.9349,2.5,,5767.0,1.01,0.93,Transit
30.944648,3.06,,5710.0,0.96,,Transit
30.94191,2.5,,5850.0,0.96,0.97,Transit
30.9403,2.44,,,0.8649,,Transit
28.6911,4.3,,,1.597,,Transit
28.67992,2.67,,5772.0,0.96,0.97,Transit
28.6781,4.03523305,,5700.0,1.533,1.056,Transit
28.6777,4.12,,5715.0,2.13,1.05,Transit
10.35239,3.58,,4870.0,0.74,0.78,Transit
10.3535,3.32,,5147.0,0.8,0.84,Transit
10.35848367,,,4779.0,0.771581,0.77,Transit
10.35176,2.97,,4890.0,0.74,0.79,Transit
10.353263,3.09,,4797.0,0.73,,Transit
10.3516,2.86,,,0.712,,Transit
18.4498,2.25,,3390.0,0.31,0.3,Transit
18.448653,3.33,,3765.0,0.52,,Transit
18.44951,3.09,,,0.468,,Transit
18.4474,5.6,,4052.0,0.468,0.519,Transit
18.44883,1.6,,3468.0,0.25,0.24,Transit
7.921101,7.46,44.0,5390.0,0.913,0.949,Transit
7.919454,7.23,,5230.0,0.88,0.89,Transit
7.91943,7.11,,5519.0,0.81,0.84,Transit
7.9222,7.0,32.4,5322.0,0.82,0.88,Transit
7.920978,,,5430.0,0.86,0.93,Transit
7.9177855286,6.59307857,,5322.0,0.840476,,Transit
7.9222,7.0,32.4,5322.0,0.82,0.88,Transit
7.91951,,54.4,5250.0,0.881,0.918,Transit
7.919454,6.67,,,0.823,,Transit
7.919493,6.751484,,5391.0,0.833805,0.895163,Transit
7.91952314,,,5322.0,0.840476,0.92,Transit
7.9194,7.74,28.5,5430.0,0.86,0.93,Transit
7.9194979,7.46,,5368.0,0.84,,Transit
7.920994,7.34,,5345.0,0.914,0.902,Transit
7.91952,8.2,,5748.0,1.01,0.99,Transit
7.9194,7.74,,5430.0,0.86,0.93,Transit
11.90727,4.51,15.9,5390.0,0.913,0.949,Transit
11.90701,4.21,,5230.0,0.88,0.89,Transit
11.90691,4.31,,5519.0,0.81,0.84,Transit
11.8993,4.1,10.8,5322.0,0.82,0.88,Transit
11.8993,4.1,10.8,5322.0,0.82,0.88,Transit
11.9066,,7.5,5250.0,0.881,0.918,Transit
23.81486,4.1,,,0.823,,Transit
11.907625,4.05161714,,5391.0,0.833805,0.895163,Transit
11.90724,4.93,,5748.0,1.01,0.99,Transit
11.90767,4.43,,5368.0,0.84,,Transit
12.0028,4.37,,5345.0,0.914,0.902,Transit
11.90715,4.86,,5430.0,0.86,0.93,Transit
11.90715,4.86,25.6,5430.0,0.86,0.93,Transit
19.292062,,,5533.0,0.968923,0.973,Transit
19.30553,3.773,25.2,5533.0,0.956,0.88,Transit
19.30481,2.98,,,0.721,,Transit
19.3037,4.37,,5581.0,1.08,0.92,Transit
19.3044,3.84,27.0,5620.0,0.98,0.92,Transit
19.307044,3.73470986,,5638.0,0.902012,0.958188,Transit
19.307107,3.83,,5454.0,0.86,,Transit
19.30691,3.92,,5647.0,0.93,0.94,Transit
39.863566,2.47,,5133.0,0.78,,Transit
39.93767,7.55,,5433.0,5.15,1.35,Transit
39.8478,2.42,,5264.0,0.83,0.89,Transit
39.8642,2.92,,,0.896,,Transit
8.28246,2.44,5.2,5672.0,1.117,0.965,Transit
8.28212,2.33,,5800.0,1.01,1.01,Transit
8.28192,2.48,,,1.084,,Transit
8.2824161,2.14,,5615.0,0.92,,Transit
8.28176,2.72,,6177.0,1.31,1.18,Transit
8.282455,2.18823473,,5663.0,1.005112,0.935733,Transit
40.062771,2.29,,5508.0,0.88,,Transit
40.0603,2.7,,5727.0,1.09,0.94,Transit
39.91488,1.89,,5698.0,0.78,0.8,Transit
8.36926,4.48,,3866.0,0.386,0.433,Transit
8.3688168,6.65,,3879.0,0.56,,Transit
8.368791,7.49,,3970.42,0.623332,0.623433,Transit
8.36802,4.81,,3789.0,0.45,0.47,Transit
8.36779,8.51,,,0.708,,Transit
11.8104,2.48,,5131.0,0.68,0.72,Transit
11.8097,2.84,,5314.0,0.78,0.81,Transit
11.81004,3.08,,,0.8,,Transit
11.808398,3.1,,4992.0,0.76,,Transit
7.6196574,2.39,,4620.0,0.71,,Transit
7.62117,1.87,,,0.544,,Transit
7.6188,2.02,,4742.0,0.66,0.68,Transit
7.62067,2.13,,4761.0,0.64,0.67,Transit
7.61856,1.96,,4800.0,0.67,0.69,Transit
19.0702,1.84,,,0.544,,Transit
19.07863,2.54,,4742.0,0.66,0.68,Transit
19.07454,2.58,,4620.0,0.71,,Transit
19.077,2.19,,4800.0,0.67,0.69,Transit
19.07536,2.14,,4761.0,0.64,0.67,Transit
17.968216,2.15,,4151.0,0.63,,Transit
17.969029,2.03,,4118.41,0.626014,0.657836,Transit
17.969079,1.94750799,,4382.0,0.600869,0.624878,Transit
17.9654,1.53,,4102.0,0.478,0.532,Transit
17.96832,1.78,,,0.556,,Transit
17.96753,2.23,,4320.0,0.66,0.71,Transit
32.94112,2.461,7.2,3449.0,0.468,0.32,Transit
32.94171,1.4,,,0.249,,Transit
32.939614,2.279,,3457.0,0.411,0.359,Transit
32.92801934,,,3464.0,0.444516,0.440668,Transit
32.93963,2.38,7.96,3457.0,0.411,0.359,Transit
32.94488,2.24,,3503.0,0.394,0.413,Transit
32.93737167947,2.53362939,,3464.0,0.444516,,Transit
32.940045,2.61,8.63,3457.0,0.4445,0.4951,Transit
32.939623,2.37,8.92,3457.0,0.411,0.359,Transit
32.947328,2.17,,3440.0,0.36,,Transit
32.9418,2.28,,3496.0,0.4,0.42,Transit
2.790963,17.0,,6863.0,1.88,1.53,Transit
2.79082479,,,,,,Transit
2.7908327,16.432394,692.8694,6566.0,1.428,1.296,Transit
2.790833,,,6568.0,,,Transit
2.7908327,16.432394,603.877,6566.0,1.428,1.296,Transit
2.79082852671,16.75594879,,6635.91,1.4707,,Transit
2.79083,16.92559,734.1873,6566.0,1.47,1.42,Transit
2.7908821,19.1,,6659.0,1.8,,Transit
2.7908235,,,6566.0,1.428,1.296,Transit
2.790825,,,6566.0,1.428,1.296,Transit
2.790862,16.72,,,1.439,,Transit
9.325038,1.84,,4222.06,0.646783,0.676023,Transit
9.32414,1.59,,4043.0,0.6,0.64,Transit
9.32389,1.25,,4006.0,0.46,0.523,Transit
9.3251498,1.89,,4024.0,0.6,,Transit
9.32448,1.7,,,0.576,,Transit
15.4941223,,,4047.0,0.654523,0.63,Transit
15.50116,1.53,,4006.0,0.46,0.523,Transit
15.50195,2.17,,,0.576,,Transit
15.5012,1.92,,4043.0,0.6,0.64,Transit
15.504102,2.29,,4024.0,0.6,,Transit
15.50192,2.49,,4222.06,0.646783,0.676023,Transit
0.381073,2.3,,3879.0,0.58,,Transit
0.3810654,5.4,,,0.64,,Transit
0.381087,4.31,,3830.0,0.54,,Transit
0.38107852,4.61,,3892.0,0.57,,Transit
1.143201,3.0,,3865.0,0.382,0.421,Transit
0.381078,4.75,,3879.18,0.581569,0.595292,Transit
0.381078,2.5,444.962,3830.0,0.57,0.6,Transit
9.030501,3.65,15.5,,1.156,1.058,Transit
9.03101,3.58,13.3,5476.0,1.144,1.01,Transit
9.028052,3.3,,5565.0,1.1,,Transit
9.03164,3.18,,5950.0,1.1,1.003,Transit
9.03079,3.6,10.4,5576.0,1.11133,0.984,Transit
9.03055,3.567,14.2,5552.0,1.137,1.04,Transit
9.03052118,,,5552.0,1.137,1.04,Transit
9.03077,3.576,13.1,5552.0,1.137,1.04,Transit
9.03081,3.63,15.2,5576.0,1.15,1.04,Transit
9.095,3.71,16.8,5576.0,1.16,1.11,Transit
9.0305419,3.06,,5427.0,0.86,,Transit
0.789518,1.64,,5950.0,1.1,1.003,Transit
0.7895933,1.808,6.77,5552.0,1.137,1.04,Transit
0.7895933,,,5552.0,1.137,1.04,Transit
0.78961301,1.5,,5427.0,0.86,,Transit
0.789693,1.79,,5565.0,1.15,,Transit
0.789597,1.829,22.0,5576.0,1.15,1.04,Transit
0.78957,1.79,7.06,5476.0,1.144,1.01,Transit
0.789655,1.8,,5565.0,1.1,,Transit
0.78961,1.83,9.0,,1.156,1.058,Transit
0.79,1.773,6.91,5552.0,1.125,1.008,Transit
0.789592,1.81,6.83,5552.0,1.137,1.04,Transit
0.789593,1.817,12.2,5576.0,1.11133,0.984,Transit
0.789636,1.82,9.1,5576.0,1.16,1.11,Transit
3.48456408,3.44,24.5,3207.0,0.2932,0.2634,Transit
3.4843,,,3204.0,0.290216,0.265494,Transit
3.48455432425,4.20831932,,3204.0,0.290216,,Transit
3.48456248,,,3180.0,0.295,0.294,Transit
3.4845627,,,3180.0,0.295,0.294,Transit
3.484552,3.43,,3180.0,0.295,0.294,Transit
,3.55068952,,3683.0,0.515263,,Transit
14.56594,,,3683.0,0.515263,0.512936,Transit
14.567025,2.79,,3731.0,0.51,,Transit
14.568101,2.47,,,0.52,,Transit
14.5665,2.67,,3785.0,0.52,0.56,Transit
14.5662,2.58,,3769.0,0.51,0.53,Transit
3.258768,11.42,,5323.0,0.85,0.94,Transit
3.2589263,11.209,194.82979,5222.0,0.748,0.864,Transit
3.25883164155,12.87148683,,5387.06,0.817114,,Transit
3.258824,12.05607716,,5392.0,0.857501,0.923184,Transit
3.2588321,13.33871,232.0159,5358.0,0.86,0.94,Transit
3.258813,11.38,,,0.807,,Transit
3.2591993,,,5387.06,0.817114,0.935,Transit
3.2588315,,,5358.0,0.86,0.94,Transit
3.25883406,,,5358.0,0.86,0.94,Transit
4.09847804,,,5425.0,0.844,0.9,Transit
4.09849,11.982421,187.20187,5575.0,0.839,0.917,Transit
4.0984791,,,5425.0,0.844,0.9,Transit
4.09803132,,,5198.0,1.06395,0.883,Transit
4.0984897,13.14,,,0.921,,Transit
4.098507,13.405964,198.00809,5581.0,0.941,0.984,Transit
4.098503,11.646151,184.02357,5425.0,0.844,0.9,Transit
4.098492,12.65164357,,5574.0,0.909346,0.969658,Transit
4.098506,12.3,,5567.0,0.92,0.93,Transit
4.09847409321,14.83669218,,5198.0,1.06395,,Transit
2.99561,11.99363,352.7913,6132.0,1.22,0.64,Transit
2.996,,,6135.47,1.4022,1.162,Transit
2.9956348,13.75,,6168.0,1.42,1.16,Transit
2.9956366,13.1937,,6135.5,1.4,,Transit
2.995629,15.434793,539.67534,6149.0,1.58,1.226,Transit
2.9956372,13.7,,,1.4,,Transit
2.995646,13.96620332,,5990.0,1.454974,1.119935,Transit
2.995607,15.13215,559.3808,6132.0,1.526,1.281,Transit
2.99563536,,,6087.0,1.66,1.31,Transit
2.995633,13.1,,,1.38,,Transit
2.99529334,,,6135.47,1.4022,1.162,Transit
2.995654,16.14096,563.51259,6087.0,1.66,1.31,Transit
2.995653,13.8,,6380.0,1.398,,Transit
2.995633,13.96,,6071.0,1.44,1.15,Transit
3.951626,10.76861656,,5773.0,1.040024,1.067878,Transit
3.95161588,,,5838.0,1.134,1.26,Transit
3.951623,12.0,,,1.2,,Transit
3.952,,,5753.0,1.10289,1.029,Transit
3.951623,11.19,,5772.0,1.1,1.06,Transit
3.9516956,,,5753.0,1.10289,1.029,Transit
3.951605,,,5838.0,1.134,1.26,Transit
3.9516283,11.81,,,1.13,,Transit
3.9516205,11.937585,182.43442,5838.0,1.134,1.26,Transit
4.01593,1.655,7.7,5705.0,1.141,1.054,Transit
4.01593,1.54,7.3,5731.0,1.06,1.03,Transit
4.01663,1.96,,,1.241,,Transit
4.01593,1.90553,19.0698,5757.0,1.38,2.24,Transit
4.01628,1.64,,5758.0,1.12,1.08,Transit
4.01593,1.55,12.0,5757.0,1.1,1.07,Transit
4.01668,1.55,6.0,5679.0,0.924,1.04,Transit
10.56103,2.49,7.4,5705.0,1.141,1.054,Transit
10.56103,2.29,8.3,5731.0,1.06,1.03,Transit
10.56131,2.83,,,1.241,,Transit
10.56098,2.41,,5758.0,1.12,1.08,Transit
10.56103,2.42,9.9,5757.0,1.1,1.07,Transit
10.56104,2.18,7.7,5679.0,0.924,1.04,Transit
41.6855,2.23,16.3,5766.0,0.928,0.961,Transit
41.6855,2.57807,22.2481,5766.0,1.08,1.67,Transit
41.688644,2.35545351,,5703.0,0.956122,0.963861,Transit
10.134016,3.88,,3548.0,0.42,0.44,Transit
10.135091,3.7,,3410.0,0.44,0.43,Transit
10.134279,14.8,,,0.43,,Transit
10.1338,,,3411.0,0.414978,0.408283,Transit
10.134231,1.76,,,0.226,,Transit
10.13446,1.92,,,0.226,,Transit
10.1346454,3.31,,3566.0,0.4,0.41,Transit
10.13389,3.47,,3471.0,0.402,0.361,Transit
0.959641,1.7,5.02,5261.0,0.872,0.866,Transit
,,,,,,Transit
0.959641,1.67,4.97,5261.0,0.88,0.837,Transit
0.95965428,1.627,4.73,5300.0,0.871,0.852,Transit
0.959622,1.6,,5438.0,0.83,,Transit
0.959632,1.574,5.69,5286.0,0.835,0.877,Transit
0.959624,1.7,,5528.0,0.87,0.94,Transit
0.959665,1.62377492,,5366.0,0.836616,0.89032,Transit
0.959628,1.8,,,0.88,,Transit
0.959641,1.7,5.02,5261.0,0.86,0.86,Transit
0.96,1.626,5.59,5261.0,0.88,0.837,Transit
0.959628,1.557,,5370.0,0.828,0.883,Transit
29.8454,3.01,9.8,5261.0,0.872,0.866,Transit
,,,,,,Transit
29.8454,3.0,11.13,5261.0,0.88,0.837,Transit
29.8464948,2.923,10.67,5300.0,0.871,0.852,Transit
29.875221,2.3,,5438.0,0.83,,Transit
29.84622,2.74,8.33,5286.0,0.835,0.877,Transit
29.839835,3.0,,,0.88,,Transit
29.8454,3.01,9.8,5261.0,0.86,0.86,Transit
,,,,,,Transit
29.83832,2.86,,5528.0,0.87,0.94,Transit
29.8454,2.85,,5370.0,0.828,0.883,Transit
29.844982,2.83066164,,5366.0,0.836616,0.89032,Transit
4.0460644,18.2851,,6404.0,1.81,,Transit
4.0460496,,,,,,Transit
4.0460407,15.625346,165.2716,,1.754,1.319,Transit
4.0460435,16.14096,163.36462,6410.0,1.696,1.32,Transit
4.046005,12.0,,,1.38,,Transit
4.0460654,14.94,,,1.696,1.32,Transit
4.04605063,,,6410.0,1.696,1.32,Transit
3.6191546,,,6060.0,1.444,1.0,Transit
3.61887686846,16.6459863,,5871.0,1.46198,,Transit
3.619167,17.7,,,1.51,,Transit
3.619188,18.03,,6563.0,1.54,1.33,Transit
3.6191613,16.92559,270.1555,6060.0,1.444,1.0,Transit
3.6191634,16.667783,263.7989,5871.0,1.46198,1.06,Transit
3.619192,10.2,,,0.89,,Transit
3.14324025965,,,5780.0,,,Transit
3.142811,5.69,,,0.822,,Transit
3.142702,7.76,,6357.0,1.17,1.16,Transit
3.142833,15.13215,756.4354,6408.0,2.21,1.489,Transit
3.142846,8.84505104,,6235.0,1.29462,1.214365,Transit
3.1428347,15.513256,759.6137,,,,Transit
3.14272,7.8,,,1.22,,Transit
14.66146147,,,4695.41,0.800765,0.75,Transit
14.675828,1.85,,,0.725,,Transit
14.67665,1.94,,,0.682,,Transit
14.6843,,,4695.41,0.800765,0.75,Transit
14.677286,2.0,,4819.0,0.73,0.8,Transit
14.677214,2.19420598,,4942.0,0.769722,0.833034,Transit
14.6762429,2.0,,4927.0,0.76,0.82,Transit
9.915615,1.3,,4695.0,0.71,0.77,Transit
9.9147,,,4638.0,0.768432,0.736,Transit
21.1686,2.18,,,0.642,,Transit
21.1701963,1.92,,4057.0,0.58,0.62,Transit
21.1595,,,3811.0,0.597044,0.585671,Transit
21.169619,2.2,,3880.0,0.59,0.61,Transit
21.17623917,,,3811.0,0.597044,0.585671,Transit
21.169861,1.98,,4148.21,0.571699,0.663459,Transit
0.5713127,1.676,7.8,5578.0,0.99,0.913,Transit
0.571285,1.816,,,1.02,,Transit
0.571336,1.82,9.0,5496.0,0.95,0.92,Transit
0.571336,1.8,,,0.97,,Transit
0.571282,1.87,8.03,5496.0,0.995,0.91,Transit
0.571212,1.6,,5613.0,0.95,,Transit
0.571292,1.725,8.21,5532.0,0.988,0.95,Transit
0.571,1.712,7.72,5496.0,0.981,0.902,Transit
0.571292,1.52,8.36,5470.0,0.869,0.945,Transit
0.571299,1.66855539,,5590.0,0.906429,0.966939,Transit
0.571331,1.82,,5617.0,0.98,0.97,Transit
0.571308,1.46,,5590.0,0.83,0.93,Transit
13.33989,2.84,7.32,5578.0,0.99,0.913,Transit
13.3397,2.5,5.8,5470.0,0.869,0.945,Transit
13.334615,2.2,,5613.0,0.95,,Transit
13.3387,2.77,5.7,5496.0,0.95,0.92,Transit
13.33918,3.01,5.0,5496.0,0.995,0.91,Transit
13.3397,2.836,8.9,5532.0,0.988,0.95,Transit
13.33877,3.79,,,1.02,,Transit
13.339746,2.70490157,,5590.0,0.906429,0.966939,Transit
13.339079,2.73,,5617.0,0.98,0.97,Transit
13.341245,2.53,,5590.0,0.83,0.93,Transit
13.338687,2.8,,,0.97,,Transit
3.3139151,,,6030.0,1.78,1.3,Transit
3.313944,14.4,,,1.73,,Transit
3.313921,12.04276422,,6178.0,1.334682,1.257584,Transit
3.3139095,17.38,,,1.908,,Transit
3.313959,15.98,,6061.0,1.81,1.3,Transit
3.31392,16.14096,266.9772,6030.0,1.78,1.3,Transit
9.554515,2.32948654,,6321.0,1.273595,1.119172,Transit
9.55287,,,6364.0,1.269,,Transit
9.55237,2.44,12.6,6327.0,1.296,1.091,Transit
9.55288,2.4,10.5,6364.0,1.269,1.154,Transit
9.55385,2.4,,6254.0,1.281,1.027,Transit
9.55804,2.32,,6277.0,1.29,1.08,Transit
9.5521,2.23,,6290.0,1.18,1.07,Transit
21.05603,4.786,,6244.0,1.299,1.024,Transit
21.056614,,,6290.0,1.18,1.07,Transit
21.057504,4.29405386,,6321.0,1.273595,1.119172,Transit
21.0576,3.95,,6290.0,1.18,1.07,Transit
21.05731,4.98,14.6,6256.0,1.31,1.079,Transit
21.05683,4.05,,6498.0,1.2427,1.33,Transit
21.05652,4.379,12.0,6364.0,1.269,1.154,Transit
21.05652,,,6364.0,1.269,,Transit
21.05704,4.35,15.2,6327.0,1.296,1.091,Transit
21.05788,4.31,,6277.0,1.29,1.08,Transit
21.058,4.4,,6254.0,1.281,1.027,Transit
5.8176015,,,5627.0,1.047,1.007,Transit
5.817608,10.42437,410.0007,5627.0,1.047,1.007,Transit
5.8176452,11.6459,,5633.4,1.22,,Transit
5.817685,12.14,,5660.0,1.24,1.04,Transit
5.817681,12.5,,,1.33,,Transit
5.817649,12.55,,,1.288,,Transit
5.44425,1.75,,,0.4,,Transit
5.44482,2.03,,3842.12,0.491598,0.582006,Transit
5.444017,2.06,,3778.0,0.51,0.54,Transit
5.44425,1.94,,3676.0,0.513,0.532,Transit
5.443984,2.1,,,0.52,,Transit
50.9254,2.48,,,0.702,,Transit
50.92092,2.54,,4726.29,0.734626,0.756446,Transit
21.750264,2.18,,3654.47,0.402049,0.494727,Transit
5.675814,1.20312295,,4621.0,0.650657,0.686997,Transit
5.67556,1.117,,,0.578,,Transit
5.675819,1.42,,4469.51,0.777569,0.711248,Transit
8.23981,0.661,,,0.215,,Transit
8.239493,1.04,,3459.09,0.36001,0.360031,Transit
2.49412,1.25,,4356.47,0.744261,0.69563,Transit
2.494206,1.22,,,0.663,,Transit
2.494161,1.06180894,,4528.0,0.64361,0.675067,Transit
0.369311,1.5,,5200.0,0.81,,Transit
0.369,1.651,6.3,5200.0,0.744,0.793,Transit
0.369311,1.76156914,,5113.0,0.765322,0.802828,Transit
0.36930571984,2.13418186,,5129.0,0.755722,,Transit
0.36931,1.7,,5245.0,0.75,0.84,Transit
0.3693038,1.81,6.5,5200.0,0.81,0.84,Transit
0.3693038,1.69,7.9,5120.0,0.7595,0.803,Transit
,14.5717,155.7367,,3.85,1.08,Transit
9.172616,,,4840.0,3.85,1.08,Transit
9.1708,12.206601,157.32585,4878.0,4.11,1.19,Transit
9.173866,6.86473931,,5035.0,2.162531,0.984438,Transit
9.1751,14.5717,155.7367,4840.0,3.85,1.08,Transit
9.1720535,9.02881,,4933.0,3.79,,Transit
28.380619,9.11,,5370.0,0.88,0.96,Transit
28.38246,9.62,,,0.913,,Transit
28.38236,9.056872,123.00021,5340.0,0.862,0.919,Transit
28.382206,9.5,,,0.93,,Transit
28.382071,9.26802368,,5425.0,0.872288,0.948628,Transit
6.5692045,,,5654.0,0.987,1.005,Transit
6.569188,13.56286665,295.58041851,5585.0,1.06,0.96,Transit
6.56918,12.25,,5705.0,0.99,1.0,Transit
6.5693,12.273855,323.86877,5654.0,0.987,1.005,Transit
6.569213,13.04635343,,5637.0,1.047599,1.017113,Transit
0.961916,0.82,,,0.311,,Transit
0.961917,1.38,,3672.0,0.554,0.583,Transit
0.961939,1.47286006,,3690.0,0.578,0.563,Transit
0.961918,0.73,,3775.0,0.31,,Transit
4.38395,1.33,,4079.0,0.632,0.65,Transit
4.38393,0.701,,,0.371,,Transit
6.9226,1.73,,4079.0,0.632,0.65,Transit
6.92251,0.9,,,0.371,,Transit
9.75833,0.88,,,0.371,,Transit
9.7579,1.64,,4079.0,0.632,0.65,Transit
10.59366,1.71,,,0.36,,Transit
10.59357,2.0,,3499.0,0.436,0.457,Transit
32.6527,2.81,,3940.0,0.631,0.654,Transit
32.6479,2.29,,4044.0,0.61,0.63,Transit
7.51574,2.0,,3845.0,0.53,0.55,Transit
7.51554,2.0,,3720.0,0.495,0.512,Transit
3.67626,1.99,,4097.0,0.63,0.65,Transit
3.67635,2.23,,3978.0,0.649,0.672,Transit
7.95486,2.07,,4097.0,0.63,0.65,Transit
7.95478,2.1,,3978.0,0.649,0.672,Transit
13.84457,2.79,,,1.0306,,Transit
13.841901,2.5,,5695.0,0.95,1.01,Transit
26.8199,2.55,,5262.0,0.75,0.71,Transit
6.51389,2.54,,3459.0,0.37,0.38,Transit
5.90279,1.28,,5503.0,0.95,0.92,Transit
11.54182,2.17,,6570.0,1.39,1.29,Transit
24.94598,2.01,,6570.0,1.39,1.29,Transit
11.89307,4.34,,5793.0,1.25,0.83,Transit
11.89376,2.67,,5942.0,0.956,0.88,Transit
5.76918,3.49,,5610.0,0.94,0.87,Transit
2.25021,2.12,,4667.0,0.69,0.74,Transit
6.49424,2.19,,4667.0,0.69,0.74,Transit
7.17256,2.57,,5528.0,0.92,0.88,Transit
12.409,2.79,,6504.0,1.57,1.32,Transit
4.01457,2.44,,5172.0,0.81,0.8,Transit
4.01392,2.71257333,,5003.0,0.797,0.809,Transit
9.30075,2.35,,3717.0,0.49,0.52,Transit
13.81513,1.74,,5152.0,0.82,0.79,Transit
4.00167,12.67,,6027.0,1.1,1.08,Transit
4.00357732994,12.96278785,,5318.0,1.08492,,Transit
4.09639,1.63,,4629.0,0.67,0.71,Transit
12.11839,2.19,,4629.0,0.67,0.71,Transit
1.96417,2.9,,4676.0,0.69,0.71,Transit
5.52011,2.63,,5219.0,0.78,0.84,Transit
1.60588,0.83,,3725.0,0.5,0.52,Transit
19.0921,3.0,,6351.0,1.31,1.21,Transit
2.151676,1.5,,5106.0,0.78,0.84,Transit
2.15228,1.61,,,0.773,,Transit
2.151894,1.41,,5068.0,0.78,0.84,Transit
31.3888,1.25,,,0.312,,Transit
31.393463,1.9,,3341.0,0.32,0.33,Transit
4.34934,1.212,2.1,5271.0,0.86,0.83,Transit
4.3491,2.2,,,0.757,,Transit
4.34882,1.01,,,0.845,0.856,Transit
28.1696,2.2,,,0.374,,Transit
28.1656,1.87,,,,0.41,Transit
3.96165,1.48,,,0.634,,Transit
3.96151,1.0,,,,0.611,Transit
4.1698,1.04,,5053.0,0.628461,0.802,Transit
4.16888,1.41,,,0.628,,Transit
4.16959,1.1,,,,0.802,Transit
8.0516,1.62,,,0.904,,Transit
8.050722,1.31,,5502.7,0.83,0.877,Transit
8.0468,1.18,,,,0.907,Transit
4.50756,1.7,,,,0.928,Transit
4.50717,1.44,,,0.823,,Transit
5.29711,1.62,,,,0.565,Transit
5.29853,3.32,,,0.668,,Transit
5.2986,1.7,,4114.0,0.5,,Transit
2.255436,1.0,,3297.0,0.25,,Transit
2.25372,0.9,,,,0.407,Transit
2.25558,2.0,,,0.367,,Transit
1.58252,0.96,,,,0.711,Transit
1.58316,1.22,,,0.669,,Transit
2.289363,1.48,,5171.0,0.8,0.83,Transit
2.28896,1.83,,,0.749,,Transit
2.28943,1.323,,,,0.829,Transit
18.0983,2.17,,,,1.106,Transit
18.0971,2.21,,,1.2247,,Transit
15.2841,1.12,,,,0.95,Transit
15.2841,1.39,,,0.9757,,Transit
15.28078,1.26,,6004.0,0.98,0.99,Transit
0.70531,1.6,,5499.0,1.0,,Transit
0.705386,1.73,,,1.013,,Transit
0.70531,1.48,,,,0.94,Transit
2.19945,2.6,,,0.61,,Transit
2.198884,2.42,,3840.6,0.542,0.571,Transit
50.285869,3.47,,4859.0,0.74,,Transit
50.27762,209.52,,5141.0,10.96,,Transit
5.656304,2.93920584,,5722.0,1.561446,1.049582,Transit
5.65621,3.13,,,1.617,,Transit
5.65706,2.16,,5989.0,1.09,,Transit
5.657,2.433,,5912.0,1.58,1.15,Transit
5.65688,2.72,,5912.0,1.58,1.15,Transit
5.656256,2.08,,5840.0,1.03,,Transit
19.15344,2.04,,6445.0,1.12,,Transit
19.153,2.4,,,1.25,,Transit
19.15454,2.47140597,,6114.0,1.328888,1.015093,Transit
19.1541,2.05,,6256.0,1.29,0.96,Transit
19.153765,2.65,,6234.0,1.32,,Transit
5.06347,2.32,,,0.712,,Transit
5.06408,2.44,,5147.0,0.8,0.84,Transit
5.06468,2.31,,,,,Transit
5.06416,2.41,,4870.0,0.74,0.78,Transit
5.0639064,2.46,,4797.0,0.73,,Transit
6.77145,4.45,29.1,5320.0,0.85,0.89,Transit
6.77131,5.77,,5422.0,0.88,,Transit
6.7714021,4.68,,5247.0,0.81,,Transit
6.771347,4.74,30.2,5246.0,0.876,0.88,Transit
6.7713411,5.07965,,5231.0,0.89,,Transit
